Complaint ID,Complaint Text,Category
457,Unable to set UPI PIN due to app crash during verification.,Refund Delay
458,Paytm - The transaction failed but the refund has not yet been processed.,Customer Support Delay
459,Transaction failed but the amount was deducted from my bank account.,Wallet Balance Issue
460,Unable to link my debit card to the Paytm app.,App Crash Issue
461,The Paytm app keeps crashing while making payments.,Incorrect Bill Payment
462,I am not able to log in to my Paytm account.,Slow App Performance
463,The money was deducted but payment confirmation was not received.,App Crash Issue
464,The money was deducted but payment confirmation was not received.,Refund Delay
465,Paytm - Merchant payment failed but wallet shows balance deduction.,Account Blocked
466,The app takes too long to load transaction history.,Incorrect Bill Payment
467,Refund processed partially instead of full amount.,Payment Reversal Issue
468,Payment to merchant failed but wallet balance was deducted.,Card Linking Issue
469,My promo code was not applied during the transaction.,KYC Issues
470,Repeated transaction failure while paying electricity bill.,App Crash Issue
471,Paytm - The QR code is not scanning properly at the merchant location.,App Login Failure
472,The Paytm app keeps crashing while making payments.,Payment Gateway Error
473,The payment reversal has not been processed yet.,Incorrect Bill Payment
474,UPI transaction shows success but the recipient did not receive the money.,App Login Failure
475,Paytm - Transaction details disappeared from my history after payment.,QR Code Not Scanning
476,The wallet top-up was not reflected in my balance.,Incorrect Recharge
477,I am not able to log in to my Paytm account.,Wallet Balance Issue
478,The QR code is not scanning properly at the merchant location.,Duplicate Transaction
479,KYC verification keeps getting rejected without clear reason.,App Crash Issue
480,Unable to complete KYC verification on Paytm app.,Account Blocked
481,Refund processed partially instead of full amount.,App Crash Issue
482,The app takes too long to load transaction history.,Merchant Payment Failure
483,Repeated transaction failure while paying electricity bill.,Incorrect Bill Payment
484,The payment reversal has not been processed yet.,Promo Code Not Applied
485,The Paytm payment gateway is not processing my transactions.,QR Code Not Scanning
486,UPI transaction shows success but the recipient did not receive the money.,KYC Issues
487,UPI transfer failed but money was deducted from my account.,Incorrect Recharge
488,Repeated transaction failure while paying electricity bill.,Duplicate Transaction
489,KYC verification keeps getting rejected without clear reason.,Slow App Performance
490,UPI transaction shows success but the recipient did not receive the money.,Slow App Performance
491,Paytm - The app failed to update wallet balance after payment.,Money Deducted Without Confirmation
492,Customer support closed the complaint without solving the issue.,Account Blocked
493,Payment to merchant failed but wallet balance was deducted.,Payment Reversal Issue
494,Paytm - KYC verification keeps getting rejected without clear reason.,QR Code Not Scanning
495,QR code scanning is not working properly with the latest app version.,Customer Support Delay
496,The app is running very slow while loading the home page.,Failed Transaction
497,Paytm - Transaction failed but the amount was deducted from my bank account.,Customer Support Delay
498,Transaction details disappeared from my history after payment.,Promo Code Not Applied
499,The payment reversal has not been processed yet.,App Login Failure
500,Paytm - Customer support closed the complaint without solving the issue.,Failed Transaction
501,Bill payment failed but the amount was still deducted.,Customer Support Delay
502,Unable to complete KYC verification on Paytm app.,Incorrect Bill Payment
503,I am not able to log in to my Paytm account.,QR Code Not Scanning
504,Transaction failed but the amount was deducted from my bank account.,Customer Support Delay
505,I am not able to log in to my Paytm account.,QR Code Not Scanning
506,Repeated transaction failure while paying electricity bill.,Incorrect Recharge
507,Payment to merchant failed but wallet balance was deducted.,Failed Transaction
508,The app is running very slow while loading the home page.,App Login Failure
509,The Paytm payment gateway is not processing my transactions.,Wallet Balance Issue
510,Unable to link my debit card to the Paytm app.,Wallet Balance Issue
511,Paytm - The payment reversal has not been processed yet.,Incorrect Recharge
512,Paytm - The transaction failed but the refund has not yet been processed.,Promo Code Not Applied
513,The wallet balance is not updating after adding money.,Payment Gateway Error
514,Payment to merchant failed but wallet balance was deducted.,Promo Code Not Applied
515,I am not able to log in to my Paytm account.,Slow App Performance
516,The promo code was rejected even though it was valid.,Payment Reversal Issue
517,The Paytm app keeps crashing while making payments.,Incorrect Bill Payment
518,The payment reversal has not been processed yet.,App Crash Issue
519,Paytm - Refund has not been processed even after several days.,Merchant Payment Failure
520,The wallet balance is not updating after adding money.,Merchant Payment Failure
521,Customer support is not responding to my complaint.,UPI Transfer Failure
522,The wallet balance is not updating after adding money.,Promo Code Not Applied
523,Refund processed partially instead of full amount.,Duplicate Transaction
524,Paytm - UPI transfer failed but money was deducted from my account.,Wallet Balance Issue
525,Incorrect bill payment recorded despite entering correct details.,Payment Gateway Error
526,Bill payment failed but the amount was still deducted.,Refund Delay
527,Paytm - UPI transaction shows success but the recipient did not receive the money.,Money Deducted Without Confirmation
